Gene	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
ZNF546	1.928784356615663	0.02066327729133884	0.23008962886544024	0.08980533974185784	0.9284419048388801	
TSPYL4	2.8287649433567554	0.05417047200424211	0.19033430549809854	0.2846069806621554	0.7759452625535499	
DAZ3	0.0					
MT1X	4.207613840206401	0.3655867266797162	0.18670792247398024	1.9580675626159605	0.05022208537141917	
LCE2D	0.0					
PSD3-AS1	0.011643323610299666	0.06152499654783864	2.9218787667815347	0.021056656164967706	0.9832004605907271	
SESTD1	3.5323155481411064	-0.5408653831661456	0.17286242908385363	-3.128877605345797	0.001754753843417521	
LCE3B	0.0					
DYNC2H1	1.8704182273194463	-0.02862313179832974	0.23357546338184348	-0.12254340153673307	0.9024686755245825	
KRT12	1.8937994172509605	0.04145325503346441	0.23262097603788423	0.17820084731616556	0.85856524431228	
MAGED4B	1.729898158307828	0.09757724817043734	0.2437227226841672	0.40036171882457056	0.6888901155735423	
BCAM	3.062913852171231	0.12818747184857318	0.18343624143512738	0.6988121368257916	0.4846694426713243	
RSBN1L	3.9976244604937334	0.0998719148089454	0.16047837674229376	0.6223387651118006	0.5337191362333348	
NPSR1	0.6316609947533842	-0.7856599910420884	0.4088102977606435	-1.9218204515535189	0.054628354008733594	
WDR86	1.157427426611413	-0.049434068504864155	0.29693479907499126	-0.16648122301212503	0.8677782588299937	
EPOR	1.9523890866336173	0.018762777269931363	0.22866318745169845	0.08205421029519545	0.9346036051697247	
FAM9C	1.0169985977234157	-0.0373398417167601	0.31633969139664747	-0.11803716932233128	0.9060382068732641	
KRTAP9-8	0.0					
CIDEC	3.638966216403793	-1.0475942234756142	0.18482860772850074	-5.667922495063378	1.4453931548683273e-08	
DCC	1.005308161273082	-0.002585441155054168	0.31838441734532663	-0.008120501551588005	0.9935208483947153	
TAF9B	2.2793076501138523	0.05576090763587142	0.21202256417145093	0.26299515739645835	0.7925543116113093	
PCDHB13	1.1807353720703413	-0.10830366092978445	0.2939253861612085	-0.368473313395201	0.7125203403552325	
MAGI2	2.57205271876788	0.12608001272960342	0.20395061430401176	0.6181889334330061	0.5364508040884883	
LUZP2	1.7064498477368473	0.14066553418021308	0.24565289650669336	0.5726190742325741	0.5669026419178245	
LHFPL3	1.531073544707173	0.23968801835443096	0.2605019725905519	0.9201005887627745	0.35752019672943486	
FPR3	3.4249935396261093	0.050491334283478656	0.17309754612124098	0.2916929524125866	0.7705213981710672	
H1-6	0.023420928610108808	-0.008849456087125122	2.9218787667815347	-0.0030286869488677813	0.9975834611384566	
C11orf96	2.408240263849105	0.25776740476413995	0.2090550543498475	1.2330120673991156	0.21757126198052115	
KCNJ11	1.2971724481781384	0.09760336176163922	0.28147703372202887	0.3467542643568814	0.7287759394084377	
CDHR4	0.7832713555197999	-0.007608138792341004	0.3618743153147902	-0.021024257512508932	0.9832263052539535	
PLEKHG7	1.0051377312144762	0.13232241701723138	0.31949332928667284	0.41416331700153275	0.6787545047877108	
GJA4	1.0872564706961951	0.018404767053332872	0.3064060600408395	0.060066589580113995	0.9521025995493059	
H2AP	0.04670525726748639	-0.015100481024990873	2.2351612378364965	-0.006755879964886669	0.9946096286858881	
HSPA14	3.132731108092994	0.03558444756698173	0.18071152660818957	0.19691299296106493	0.8438956258335858	
ATP13A5	0.5612047868678675	0.34810981889377385	0.43258917488761683	0.8047122746060623	0.42098573469056333	
PRR27	0.4794275914010852	-0.3288805507626391	0.44945611306771	-0.7317300648508338	0.4643333421587339	
IFT140	2.876184341273701	-0.06649475487582214	0.188607106824379	-0.35255699530844586	0.7244205825611927	
POTEG	0.17531779879236195	0.01774670696317767	0.7420127055608203	0.02391698528903833	0.9809188258567563	
PRAMEF10	0.011682858631333193	-0.07296868826159959	2.9218787667815347	-0.024973208707757235	0.980076333296054	
AGMO	1.6716037105802168	-0.03594464427829552	0.24739824170004113	-0.1452906214340712	0.8844814191677857	
SBK2	0.0					
CYP26C1	0.0584859134565562	-0.08547385714273793	1.9090589954925834	-0.044772768858661494	0.9642884306219691	
TLR5	1.8704950068598944	-0.13688919793664658	0.23340324162223974	-0.5864922739942063	0.5575447519324702	
NANOS3	0.3623721177689284	-0.1667926917191201	0.46976110930802256	-0.3550585359541844	0.722545738943388	
FOXD4L3	0.1404817618744935	-0.3091077822019048	0.924094140998609	-0.3344981517444445	0.7380036853549652	
NHLRC1	1.624184562367839	0.2600408435289832	0.2529657229479066	1.0279686927486757	0.30396455468955935	
DPPA3	0.0					
COX8C	0.011689940589435134	-0.07296868826159959	2.9218787667815347	-0.024973208707757235	0.980076333296054	
PLEKHN1	1.356606815173844	-0.48684691115009426	0.27628428358704643	-1.7621230742092058	0.07804850553474582	
ZNF385C	1.0404019514923102	0.025404810575329725	0.3130553672798594	0.08115117397945396	0.935321728902016	
LINC02583	0.0					
MAGEH1	2.0340611098508976	-0.004125296553751331	0.22388006215183784	-0.01842636862836634	0.9852987168881799	
ZNF286A	2.04570389808473	0.011646576803097244	0.22331679979324473	0.052152712262938085	0.958407011767712	
ISG15	3.157445229154596	-0.2010274484497785	0.18114438916541928	-1.1097635945334317	0.2671009108262177	
EXD3	3.729352619773559	-0.019218801684624517	0.16585798906118826	-0.11587504342365036	0.9077515749003344	
OR5W2	0.0					
MYMK	0.10538105140143059	-0.23247743376403018	1.1993742742332327	-0.19383226633959147	0.8463072212331736	
LOC124903372	1.929611900981434	0.05581428519942838	0.23566743519974492	0.2368349498611117	0.812784836696377	
LIAT1	2.010505225282445	0.06476111046379233	0.22588165414800518	0.2867037197335145	0.7743391891757612	
ZKSCAN4	2.0106953925882314	-0.002580744757443223	0.22513983774423593	-0.01146285252446086	0.9908541672375575	
RGPD1	1.718160889768521	-0.15648233081374804	0.2444457695119627	-0.6401515196035745	0.522074097551382	
DHRS4L2	4.020405887506568	0.23423803805046428	0.16129835236202486	1.4522035384758953	0.14644501910889426	
SAMD11	2.022408282907866	-0.02007598309932693	0.22458148374659814	-0.08939286874593477	0.9287696906994213	
PERM1	0.9705791425212822	-0.24122418849087945	0.32439999657888585	-0.7436010821048817	0.45711784839128594	
VMAC	2.022394262676291	0.013361910795231238	0.22456846738861796	0.059500387345603235	0.9525535569683338	
C5orf52	0.9818393600403321	0.06958279892081563	0.32247952365863397	0.2157743168663126	0.8291636689051625	
HAPLN4	0.7021424815987614	-0.9251593790146193	0.3981630425554541	-2.3235691918487587	0.02014859523076894	
ERC2	0.6079943317864687	0.0854044825591238	0.4134979148789386	0.20654150719025513	0.8363679455712798	
B3GLCT	2.0106953925882314	-0.002580744757443223	0.22513983774423593	-0.01146285252446086	0.9908541672375575	
SPRY4	3.94069955196665	-0.24829777483720403	0.16247398095850255	-1.5282310027266564	0.12645519387329093	
ERAS	0.16362261227776803	0.49160703974861936	0.7952441733934902	0.6181837682014303	0.5364542085316895	
TRPV2	2.3615017087417516	0.06343825304100778	0.20864318155314554	0.30405140761740546	0.7610887263251384	
AMTN	0.0					
EZHIP	0.035158944938630234	-0.07922253100352948	2.7033137809113135	-0.029305710481312603	0.9766207725543615	
OR2T27	0.0					
TMEM203	3.7519005840647077	0.16082091904724619	0.1662550734369633	0.9673143545193674	0.3333869099410149	
SLC18A3	0.2219926001412842	0.5432161258871422	0.5874175158441822	0.924753026995598	0.35509438952155087	
KBTBD12	2.034290578993835	-0.07055071746552986	0.2246525253822996	-0.314043731961041	0.753487824382837	
THSD4	3.8575997609173123	0.09092480584026714	0.16347031169862786	0.5562160180369335	0.5780631903186271	
DNAJB13	0.9586160020759296	0.003989340579125058	0.326084122594292	0.01223408409887078	0.9902388566788523	
GABRD	0.9702051425024247	0.10707606291970392	0.32504813390877363	0.3294160210430722	0.7418412599041824	
AMY1C	0.0					
NHEJ1	4.2543514442728805	0.21362599327692441	0.15650239274484876	1.3650014516085145	0.17225259377763358	
FANCA	3.635348255848746	0.2646444972175233	0.1694698984340445	1.5616017927839825	0.11838182688329763	
OR52B6	0.011682858631333193	0.06152499654783864	2.9218787667815347	0.021056656164967706	0.9832004605907271	
C9orf153	0.5144266311613298	-0.264794349742343	0.44288324226318154	-0.5978874892380553	0.5499150081978019	
SSX7	0.15216477172439527	-0.24498796775277107	0.8554767781439981	-0.2863759414770853	0.7745901993412516	
ADH1A	0.9585837153504461	-0.0664793661884393	0.32580294810781946	-0.20404777358380127	0.8383161662474488	
KRTAP10-8	0.0					
LIN28B	0.16366056431377388	0.22261696157691405	0.7952320387437832	0.2799396286001994	0.7795238229775159	
DIPK1C	0.10519990403883782	0.03651236783153279	1.1995193216557123	0.030439166066232506	0.9757168093126387	
DNAH17	1.9055697589449943	-0.048342907135464894	0.23140727869933567	-0.20890832564638634	0.8345198046373092	
TMEM72	2.8978173100960136	0.5016466082463175	0.19375199716240962	2.5891170960463437	0.009622236825941642	
FANCM	1.9637591420894742	0.035066577796140044	0.2280751074688455	0.15375013163560627	0.8778067553618956	
SPATA31F3	0.0					
ZNF70	2.0106953925882314	-0.002580744757443223	0.22513983774423593	-0.01146285252446086	0.9908541672375575	
CARD9	1.9405430284294287	0.03715640202293485	0.2294944714265086	0.16190543411340305	0.8713803234788381	
PEAR1	2.0576876831153035	-0.10410786695433769	0.22246771096355647	-0.4679684368730351	0.6398071613322298	
ZFP69B	1.063721919053281	0.021816743287999686	0.30967749417142026	0.07044988318047792	0.943835588808283	
TMEM202	0.0					
SOWAHD	1.6246764905473305	0.05021550903983639	0.2512668257204256	0.19984933902778376	0.8415984126415053	
ZFP69	2.0106953925882314	-0.002580744757443223	0.22513983774423593	-0.01146285252446086	0.9908541672375575	
HELT	0.0					
RTL4	0.0					
TMEM220	3.2846694523193745	0.14123153039198613	0.17775816987060164	0.7945149890707981	0.42689568643120573	
C2orf78	0.0					
PLSCR3	2.479112935970899	-0.1913393210349099	0.20303652820314833	-0.9423886565055191	0.3459936927021939	
EIF4EBP1	2.9805805903157796	0.05578620702841985	0.18573577556315632	0.300352513452373	0.7639082811741511	
P2RX2	0.4326942485442539	-0.4541638264816471	0.4579364583652614	-0.9917616695183392	0.32131379984243236	
ASCL4	0.12851888400142664	-0.2387326236428986	1.0027482802941958	-0.23807831769390514	0.8118203512612744	
OR6C75	1.0170305549254488	-0.03734393730828243	0.3162239716504969	-0.11809331567549979	0.9059937197101801	
CCDC157	1.7649118015894292	0.11215457425912505	0.24127493963742466	0.4648413731971711	0.6420450570269647	
TTC24	0.6077182702247882	-0.025800532062345158	0.41263989614725705	-0.06252553934614657	0.9501443242686214	
PABIR1	2.9809162205074244	-0.01234101760312471	0.18502773010803608	-0.06669820570094491	0.9468219627761989	
PALM3	1.0404104252560118	0.09053722300033022	0.3136228562663103	0.28868183932184865	0.7728248614112333	
GFRAL	0.43284061412532054	-0.4542418960885372	0.45793918686197016	-0.9919262406897985	0.32123350747533674	
FYB2	1.0287785682761843	0.06013785379093892	0.31511472102382204	0.19084431725546905	0.8486475665900388	
SHISA7	0.2336860137148133	0.3383457464348501	0.5618843540435543	0.6021626051695032	0.5470659047876572	
LRRC74B	1.0639118180789815	-0.041739422675943404	0.3093906188503891	-0.13490849474051825	0.8926842231245065	
CLEC17A	1.1106223339034544	0.07611652088867063	0.303977347555893	0.25040195100286183	0.8022765209853225	
OR51I2	0.2452733986637785	0.13347534368723424	0.5411375670933494	0.24665695343270996	0.8051737235046438	
LCN10	1.1456883846834476	0.21822208119053224	0.30040577918190214	0.7264243776694924	0.46757865125579595	
LDLRAD2	1.8705926403957935	-0.028616724786595705	0.23389985223938944	-0.12234605756530086	0.9026249572864494	
C2orf66	0.88853819430433	0.015111727189051655	0.33934852008353805	0.044531584181747935	0.964480676404512	
OVCH1	0.23386716035048097	-0.06513953360370286	0.561855298484377	-0.11593649428850966	0.9077028724431825	
LOC100288637	2.326076455941335	0.13944986554739938	0.21036802841255964	0.662885261604105	0.5074040416930627	
COL14A1	4.337107150030768	0.24647196083049433	0.15562473036334631	1.5837583156291521	0.11324872853050985	
DNER	0.7363879989028553	0.18506086480596307	0.3754177056098763	0.4929465553717735	0.6220503508569188	
CPSF4L	0.39751836913395955	0.025566608239111888	0.464297976875433	0.05506508645841285	0.9560866108939083	
KLHL17	2.2095688273215095	0.12335776394599247	0.215702215099728	0.5718891847678018	0.5673970515273115	
ZCCHC13	0.0					
FAM230D	0.011636964645780573	0.06152499654783864	2.9218787667815347	0.021056656164967706	0.9832004605907271	
PLA2G2C	0.8417744011861896	-0.05670226499595824	0.34932477540621654	-0.16231962055946741	0.8710541645971137	
ZSCAN23	0.6195801623299648	-0.08246601269342872	0.4083440287212678	-0.2019522924130215	0.8399540207710046	
RINL	2.1277169295160587	-0.10516846746386575	0.21905257249052176	-0.4801060597835084	0.6311519795461968	
C17orf99	0.9819707469411686	0.06957398167738961	0.3230081237510085	0.21539390672112277	0.8294602202541128	
OR7D2	1.1102947375204673	0.015145534135475563	0.30323312995016904	0.04994683179230601	0.9601647574771104	
TPRG1	1.0756586818864198	-0.0741552076654942	0.30766047320593365	-0.24102936231219454	0.8095323594380345	
SNHG28	1.005263154855154	-0.06978008045754618	0.3183893096381929	-0.21916590270207864	0.8265208154793412	
MORN2	2.0106953925882314	-0.002580744757443223	0.22513983774423593	-0.01146285252446086	0.9908541672375575	
RTP5	0.23367840253853644	0.6073359331431788	0.5618855753491503	1.0808889919727627	0.2797464958643654	
S100A3	0.7599124060716895	0.08552150146397808	0.36827610339867234	0.2322211532997511	0.816366248828207	
UBQLN2	4.114938915145953	0.027238334977654054	0.15774633949217046	0.17267174037344935	0.8629094580112782	
RILPL1	2.057519809261624	0.06016109175039977	0.2229133658169205	0.2698855294294478	0.7872483200732772	
C19orf67	0.6075820183587735	0.6555238670526997	0.4174033502788823	1.5704806073423236	0.11630334253249704	
ZNF490	1.6603615872313557	-0.05558336319629316	0.24816277730977035	-0.22397945332031388	0.8227732909759324	
CLCN1	0.53777759543206	-0.740893075233417	0.42350910795114205	-1.7494147382513667	0.08021935508568889	
NRN1L	0.619792338884786	-0.08238273829798967	0.4083446994675133	-0.20174802906813244	0.8401137127725395	
NWD1	1.4729768814834447	-0.09109680341696039	0.263499641959834	-0.3457188887977561	0.7295539874119935	
ARL4C	2.665870836555896	0.015124837226861533	0.1964322948623463	0.07699771179408434	0.9386253652890888	
RNF133	0.1519914875722705	-0.5139780119247785	0.8555405302630346	-0.6007640710683302	0.5479971376980244	
TMEM221	0.9117832200502901	0.1601086210720883	0.3358971320750269	0.47665968471658754	0.6336044752309122	
TREML4	0.3159682001402018	-0.6922619717846211	0.4824984215894722	-1.434744531399988	0.15135990946450453	
RAB42	1.928719937584007	-0.04941294484952291	0.22990848262923758	-0.21492440941906787	0.8298262536076583	
WNT7B	0.5847805940080343	-0.368205911399002	0.42402893144913784	-0.8683509168599459	0.38520225615676024	
ZFTA	2.209350060534554	0.0925982811537401	0.2155623279109132	0.42956615866576076	0.6675112586069283	
SCGB1C1	0.0					
PRSS45P	0.04683285641305049	-0.015100477637389762	2.2345214886384874	-0.006757812674511628	0.9946080866419192	
PLA2G4E	1.0170465663821755	0.09577911937142557	0.31713913066420074	0.3020097809148636	0.7626446068081498	
GPR89B	2.887397110782091	-0.0784567462819971	0.1879673613536172	-0.4173955824937014	0.6763890855020926	
MESP2	1.2036464349609535	0.45976741559472006	0.2973621078645746	1.5461533377484278	0.12206753979427892	
FAM25A	0.3515172724054904	-1.7673034660211497	0.4498759062884724	-3.9284243528434435	8.550423760298725e-05	
EYS	1.3564207739341991	-0.3361926335522548	0.2750840477446288	-1.222145145487882	0.22165274338733287	
DAZ1	0.08182519335706256	-0.2262225502538455	1.477578103165737	-0.1531036158218369	0.8783165644843973	
OR2AG2	0.8767416420632937	-0.17537984734773573	0.3410634615007367	-0.5142147053103691	0.6071018876406327	
MAPK12	1.987286445498457	0.06712631772491837	0.22684466547998536	0.29591314207404606	0.7672964143788824	
TMEM215	0.23390093665173567	-0.19963462696055392	0.5618498832977984	-0.3553166653498105	0.7223523718304447	
NUTM2G	1.0053476962941157	-0.0025807624125413846	0.31814890201238066	-0.008111806755319102	0.9935277856099298	
COL4A5	2.805141878068282	-0.01658615016132129	0.1911145614866741	-0.0867864281627635	0.9308412756745066	
KRTAP10-6	0.011682858631333193	-0.07296868826159959	2.9218787667815347	-0.024973208707757235	0.980076333296054	
NHS	1.9640722215913409	-0.06818320981389288	0.22803772681087167	-0.29899969082941347	0.7649402814520861	
OTOG	0.16367325491650217	-0.5843533401650363	0.9320770684154673	-0.6269367201131104	0.5307007159934864	
CIMIP2A	0.5030428539914538	-0.20071605101136486	0.4491223330445387	-0.44690730396490924	0.6549419901127053	
TMPPE	1.3561948757606475	-0.037365713789023335	0.2747108487348695	-0.136018340597411	0.8918067820116697	
ZNF626	1.8702208302651049	0.043695684589597515	0.2338531562414149	0.18685095079276548	0.8517774973794894	
SMTNL2	0.5608965944426958	0.4691082910005904	0.43184333073656983	1.0862927770598192	0.2773494815988571	
ZC3H6	2.3498262292412346	0.16569995324866363	0.20958307533883927	0.7906170523586961	0.42916749292743095	
LINC00265	2.9928059039659156	0.043688154938361215	0.18511651644147845	0.236003549430299	0.8134299159185697	
PRKAR1B	2.968890574840021	0.11367731937199486	0.1860396860161684	0.6110380091810913	0.5411744175772566	
NUTM2B	1.461019841126043	0.16431210257437062	0.2658744405217848	0.6180063877216038	0.5365711279438901	
NCR3LG1	2.501856916930728	-0.029006156630141663	0.20434745741048108	-0.14194527789927824	0.887123229785779	
DCUN1D3	2.104157786629895	0.023579334955983893	0.22033444128928611	0.10701611068160523	0.9147761986777924	
POTEE	0.2571906479392169	-0.20589017629658332	0.5246029905607816	-0.39246855241235695	0.6947120428467288	
ZNF793	2.1858328526423683	0.002111929341334938	0.2162419981646234	0.00976650863042406	0.9922075774306699	
AGAP4	3.273192739850814	0.028171148479103642	0.17708617984440175	0.15908157544454601	0.8736046040244847	
IL17REL	1.0176487267338759	-0.5037153726916912	0.32021329213461086	-1.5730620341642156	0.11570445485127068	
HYKK	2.022417397460026	0.013363266743592712	0.2245685695968641	0.05950639827996356	0.9525487694196445	
OR7A5	0.9352055981299967	0.15261793289127992	0.3314595230747833	0.460442142302988	0.6451988916225735	
C15orf62	1.9756308052375051	0.016921987490152383	0.22726013653371965	0.0744608700331463	0.9406436758876735	
FAM230G	0.23374265992669732	-0.06513953362255145	0.5618752657085078	-0.11593237431516489	0.9077061376886599	
RUFY4	1.0522986364600098	0.05577797351953392	0.31155490633863214	0.1790309585396427	0.8579133929948484	
ZNF383	2.5132348723369873	-0.04289681643274066	0.20168229701039678	-0.21269500133930602	0.8315648659137941	
HES4	1.9171634662862027	0.003981161531678835	0.23084086918752558	0.017246346133122138	0.9862400888100349	
IGFL1	0.0					
ZNF669	1.9990125339568983	-0.018700584348783196	0.2257634311053695	-0.0828326547715124	0.9339846035868318	
PEAK3	1.0053476962941157	-0.0025807624125413846	0.31814890201238066	-0.008111806755319102	0.9935277856099298	
LRRIQ4	1.1458243365563583	-0.372963886339232	0.2993642921955338	-1.245852949274343	0.21281838631782418	
CENPP	2.010542236031437	0.06475495695741897	0.22551234605799692	0.28714595049605574	0.7740005695117704	
C3orf62	2.5130300995861585	-0.06975530469151615	0.20162792701292864	-0.34596053098856366	0.7293723769318788	
ENO4	0.3972999225184175	-0.10892850227466759	0.46430250753105023	-0.23460674992668007	0.814513970078238	
ZNF559	2.08079114601269	0.025396601041098324	0.22153962588797999	0.1146368327530712	0.90873298383494	
SBK1	1.2274207190442437	0.05577385859189539	0.28909468029805574	0.19292592494055136	0.8470169812669349	
OR6C6	0.1520696597347559	0.02400207631213014	0.8555117609954931	0.028055811043673756	0.9776176378652762	
BSPH1	0.0					
SLC38A3	0.6079291445458358	0.08547613343476403	0.4134986969864678	0.20671439609774955	0.8362329137686164	
OR6N2	0.0					
GTF2F2	3.529811737845967	0.05449845338821028	0.17060674569544207	0.3194390301864029	0.7493936180688738	
CIBAR1	2.220944490965631	0.106673921319684	0.21533682157536568	0.4953817026706193	0.6203307080231963	
TNRC18-AS1	0.6663878067657111	0.11689827686603195	0.3945543252830262	0.2962792938137914	0.7670167976069341	
PRR19	1.0169900332451434	0.029123811809031907	0.316545068707728	0.09200526145590494	0.9266938592880205	
ZP3	2.069006395156077	0.042669514214795985	0.22239182154882972	0.19186638212515025	0.8478468713402288	
H3-5	0.6427090794924334	0.5583054523684688	0.4112616610657812	1.3575431537226808	0.1746086914134529	
IFNA2	0.01172200487179474	-0.07296868826159959	2.9218787667815347	-0.024973208707757235	0.980076333296054	
JAKMIP3	0.8416083483305924	-0.21708005740147132	0.34841775804964875	-0.6230453310320018	0.5332547333565949	
PPP3R2	0.035102707185087	0.18976525569232533	2.7038440599183944	0.07018350595930917	0.944047602287642	
PDCD1	1.1108439692168852	0.13731085789647232	0.30424268791175024	0.4513201577298095	0.6517588186331778	
CLEC2A	0.28034441437184004	0.19133957398154025	0.501684631512423	0.3813941308202146	0.7029108154363395	
GPR21	0.3158312744391867	0.11470867356502513	0.48250525348026	0.23773559507931458	0.8120861741350613	
DYNLT4	0.7950771302070876	-0.13691641523306258	0.35875605652831927	-0.38164210120381553	0.7027268514656779	
IGHV1OR15-9	2.1276409450772356	-0.10515469950220646	0.21914301776912154	-0.47984508278056276	0.6313375533492003	
SELL	2.4440120430940104	0.2099372410475183	0.21231492547056705	0.988801143312092	0.32276044477138627	
MAGEB5	0.0					
CHM	3.1918583096056374	-0.062903288749907	0.1790152973741619	-0.3513849915207644	0.7252995404680918	
NANOS2	0.0					
BLOC1S5	2.642337394342908	-0.11134892197564861	0.19672098883577896	-0.5660246150379091	0.5713770475433685	
CERKL	2.41970862008165	0.1287114008247174	0.20623900615643015	0.6240885428195437	0.5325694377773464	
SLC24A5	0.31567568572355603	-0.5577668642265691	0.4825130205616182	-1.1559623066282432	0.24769657515673218	
IER5L	2.080909983097615	0.057943163110604635	0.22168534700910114	0.26137570160749424	0.793802793227531	
H2AX	4.184449855611495	0.2523536768685118	0.15865939006682211	1.5905372935205961	0.1117137462823012	
INSC	2.069615582358741	-0.1858179116467876	0.22202924768835625	-0.8369073605456006	0.4026446426769353	
SERPINA5	0.9820187954407753	-0.06816441612794392	0.3219029739006678	-0.21175453989119705	0.832298536101869	
ACTMAP	3.1564135582040804	0.14183322794080472	0.1807008112636641	0.784906425980861	0.43250843414507295	
LCTL	1.0054688415864097	-0.1369033833252811	0.31815821303519415	-0.43029969906870535	0.6669776459864519	
NCCRP1	0.9586891392047474	0.07461410836080042	0.32710402325773835	0.22810513798544438	0.8195645058498834	
KRTDAP	0.11696259621428542	-0.30285247422160894	1.0934063161383463	-0.2769807250530732	0.7817949065271601	
MIR3667HG	1.0522197403357276	0.05577126773279808	0.311554689164122	0.17900955970981605	0.8579301953784986	
COL25A1	0.9466359922621379	0.04140144732575162	0.3293129496920632	0.12572067804945308	0.8999530330227488	
CFAP77	0.01172911055970833	-0.07296868826159959	2.9218787667815347	-0.024973208707757235	0.980076333296054	
HBA2	2.3501870749618528	0.0211861187693105	0.20983410724456203	0.1009660395419799	0.9195774188946229	
DUSP28	2.1392230151955034	0.10016421054845259	0.21894366224667441	0.4574885133491641	0.6473199566681592	
OR2G6	1.0053476962941157	-0.0025807624125413846	0.31814890201238066	-0.008111806755319102	0.9935277856099298	
NDOR1	2.934308464754829	0.012687244256076074	0.1866353383619387	0.0679787888372561	0.945802519274173	
FBLL1	0.4328215280251815	-0.7136687652092112	0.44834935750134153	-1.5917693496573724	0.11143653942452675	
NKAIN2	0.6549583999533125	-0.7645847275019584	0.4070198298157361	-1.8784950302006103	0.06031347629715724	
KRTAP1-1	0.0					
PAQR9	0.23378878818934834	-0.6031199070495721	0.561867866487073	-1.0734194692791676	0.2830829529870825	
CLEC20A	0.46759716468718593	0.1412949863224009	0.457849890909006	0.3086054821196455	0.757621650165515	
CFAP54	2.0106953925882314	-0.002580744757443223	0.22513983774423593	-0.01146285252446086	0.9908541672375575	
FAM72B	1.3326318144819456	-0.1875178093194918	0.2771518147448508	-0.6765887839923506	0.4986668973583814	
ASAH2	1.5664638086173732	-0.09382754231570332	0.2557198321655118	-0.3669153914310975	0.7136821302753746	
NANOS1	1.0052924849466733	0.06475704486337011	0.3186755906846237	0.2032067932289697	0.8389734033790328	
HMX3	0.7008440814047727	0.5490371481835197	0.3928664751767988	1.3975159064830882	0.16225848675156557	
IGFL3	0.12863830316250952	-0.37322759874842193	1.0026864083501417	-0.37222764329930913	0.7097233660791702	
GOLGA8M	0.4796139215194644	-0.328935295191564	0.4494565470648632	-0.7318511596719355	0.46425941917571967	
ZNF177	1.5896800321510385	0.03303412508646285	0.25396650536094195	0.1300727630972995	0.8965088589222682	
RTL6	4.465771146155864	-0.06134813944423363	0.15147105646464473	-0.4050155909393361	0.6854660507137089	
DPYD	2.548255571945403	0.15530218476699745	0.20114018334509962	0.7721091936191729	0.44004975751713576	
CC2D2B	0.9936256914223209	-0.03500711167211306	0.3199291093161719	-0.10942146448298666	0.9128682097697519	
RNASE9	0.011682858631333193	-0.07296868826159959	2.9218787667815347	-0.024973208707757235	0.980076333296054	
SAXO2	1.320803338956701	0.09341467462189156	0.27908054487099904	0.33472299068740585	0.7378340568357231	
CH507-42P11.6	0.6314870658943255	-0.4588984087295881	0.4069924876431878	-1.127535329673963	0.25951621183326523	
RHCE	0.7713202083542974	-0.1368665503197659	0.36434023334893106	-0.37565587819308416	0.7071727433766923	
C2orf80	0.03519814482934597	-0.21371642455548567	2.7029447718237805	-0.07906799531508112	0.9369785398287231	
IDO2	1.0053476962941157	-0.0025807624125413846	0.31814890201238066	-0.008111806755319102	0.9935277856099298	
PARVB	2.6186188157059562	-0.11111836357612204	0.19801310345150397	-0.5611667189658305	0.5746838886182648	
SLC4A5	1.5430232164346234	0.12614628701036001	0.25839763535816135	0.48818669271299797	0.6254176094479454	
UROS	3.3779934831177063	0.09324952678035373	0.17444594239890093	0.5345468372495732	0.5929632536305023	
OR56A5	0.0					
CYP51A1-AS1	0.32743843561703734	0.04433332877188176	0.4848488826155475	0.09143741557724719	0.9271450329267041	
KRTAP24-1	0.0					
ZBED10P	2.150709923832256	0.08308499357131827	0.21826790744769356	0.38065602287972194	0.7034585050062057	
QRFP	1.0404569755960573	0.09052411994004196	0.3138681503641641	0.28841448179756934	0.7730294836269975	
DUSP29	0.011738069978775615	0.06152499654783848	2.9218787667815347	0.02105665616496765	0.9832004605907271	
OSTN	0.0701046850289059	-0.290342665270113	1.6668140433804857	-0.1741901962148492	0.8617159900423979	
VWC2	0.9933702620259062	0.10129881310230952	0.3211491336061569	0.31542608247088694	0.7524381658935473	
FAM221A	2.5247518680746466	0.023594243813391032	0.20140986155122453	0.11714542491451102	0.906744813639965	
TMEM120B	4.396404874905529	-0.22900399108362424	0.15427464057384782	-1.484391668208134	0.13770504384192983	
RBM34	3.7523586454271496	0.03411628125444621	0.16541103065263252	0.2062515487621336	0.8365944232614713	
NOXA1	4.325599194049515	0.1133220128707376	0.15562781712508225	0.7281603955137254	0.4665154064440422	
TMEM198	1.5785074286552425	-0.1582768651271396	0.2544815024514019	-0.6219582311581392	0.5339693335002664	
FZD9	0.6074713106733264	0.42504973848279676	0.420094505328121	1.0117955200361533	0.3116358324512822	
SPRED3	1.1107089151382012	-0.04578047065163904	0.3036032561621285	-0.1507904468165243	0.8801410224313557	
OPTC	0.011738069978775615	-0.07296868826159926	2.9218787667815347	-0.02497320870775712	0.980076333296054	
PLET1	0.023420928610108808	-0.008849456087124796	2.9218787667815347	-0.00302868694886767	0.9975834611384568	
ADRB3	0.39754880281605226	-0.10892850227208513	0.46429734590450006	-0.23460935806100927	0.8145119455770827	
SKOR1	0.9351479208770954	0.007531826146310734	0.3302798011216325	0.022804380167157058	0.981806314066274	
