gene	log2FC	pval	padj
LRRC45	0.1428156080505616	5.306177041138078e-06	0.0004604566714947918
ATOSB	-0.3270438095412176	5.306177041138078e-06	0.0004604566714947918
ANXA2	-0.26735974358263803	5.306177041138078e-06	0.0004604566714947918
RGMB	0.22923150971740291	5.306177041138078e-06	0.0004604566714947918
MUCL3	-0.3266111655179306	5.306177041138078e-06	0.0004604566714947918
HROB	0.08525945427621084	5.416325595893338e-06	0.0004662649651273286
PPP1R13L	-0.20620490819621118	5.416325595893338e-06	0.0004662649651273286
MAFF	-0.2997624901324536	5.416325595893338e-06	0.0004662649651273286
CYP2S1	-0.45121715750716307	5.5286612875793925e-06	0.000467236836961801
AFAP1-AS1	-0.2797959703360702	5.5286612875793925e-06	0.000467236836961801
PARP8	-0.21992959773787524	5.5286612875793925e-06	0.000467236836961801
AGFG1	-0.1329545828669365	5.5286612875793925e-06	0.000467236836961801
CPA2	0.25350755223849125	5.5286612875793925e-06	0.000467236836961801
NPAS1	-0.13104296646978641	5.5286612875793925e-06	0.000467236836961801
BTNL9	-0.17507029384702433	5.5286612875793925e-06	0.000467236836961801
RTCA	-0.11178050318015664	5.760059965159696e-06	0.0004817612944503592
SMAD2	-0.1794496448257421	5.760059965159696e-06	0.0004817612944503592
CARD6	-0.15205284670847252	5.760059965159696e-06	0.0004817612944503592
IDS	-0.18545381726645171	5.760059965159696e-06	0.0004817612944503592
UBE2I-AS1	-0.18465784836431928	5.879207742197281e-06	0.0004904592685552617
E2F2	0.14660071897075388	6.000712263021189e-06	0.0004942266018561573
RHOBTB1	-0.3285908316120312	6.000712263021189e-06	0.0004942266018561573
RNF168	0.07376742048063245	6.000712263021189e-06	0.0004942266018561573
HMGB2	0.26522669281973243	6.000712263021189e-06	0.0004942266018561573
SLC28A2	-0.5194938912975111	6.000712263021189e-06	0.0004942266018561573
DHRS11	0.3871349733037768	6.124617828244921e-06	0.0005031513448340903
SPG7	0.15549082341957998	6.250969523268154e-06	0.0005058284538228591
SHH	-0.07734012996630613	6.250969523268154e-06	0.0005058284538228591
EFNA5	0.14398887410112438	6.250969523268154e-06	0.0005058284538228591
ZNF785	0.08317444172442578	6.250969523268154e-06	0.0005058284538228591
TUBB2A	-0.3383417699079321	6.250969523268154e-06	0.0005058284538228591
UNC13D	-0.4080469485882203	6.250969523268154e-06	0.0005058284538228591
TONSL	0.13522701930826542	6.379813231224183e-06	0.0005149670689981654
DUOX2	-1.1487359892386766	6.511195646123447e-06	0.0005203811868487006
SLC39A2	0.1901292800433375	6.511195646123447e-06	0.0005203811868487006
CCNYL1	-0.3245936875728124	6.511195646123447e-06	0.0005203811868487006
RGS2	-0.4170251919915753	6.511195646123447e-06	0.0005203811868487006
ARL1	-0.18743306346918587	6.64516428619448e-06	0.0005284783233797123
ABO	0.3370791803568176	6.64516428619448e-06	0.0005284783233797123
EZR	-0.1808371306398482	6.78176750742586e-06	0.0005353957333667323
FURIN	-0.29920230511781387	6.78176750742586e-06	0.0005353957333667323
VSIG1	-0.9943019205290918	6.78176750742586e-06	0.0005353957333667323
ZFYVE1	-0.14378174189369242	6.921054517311261e-06	0.0005437395451852691
L1CAM	0.10676103845885354	6.921054517311261e-06	0.0005437395451852691
ERLEC1	-0.13512625862074445	7.063075388800794e-06	0.0005482437030808251
SH2B1	0.24591841208527976	7.063075388800794e-06	0.0005482437030808251
INSC	-0.12571424926225783	7.063075388800794e-06	0.0005482437030808251
GLIPR2	0.21317352156713132	7.063075388800794e-06	0.0005482437030808251
HMGN2	0.20276883198779982	7.063075388800794e-06	0.0005482437030808251
CHP2	0.6104505086704441	7.207881074460779e-06	0.0005568131136471277
YBX2	0.4402263096146999	7.207881074460779e-06	0.0005568131136471277
PAPSS1	-0.13526407394654028	7.355523420845303e-06	0.000562845347720853
GNG4	0.26240766921445513	7.355523420845303e-06	0.000562845347720853
SPRY2	-0.18144354266836005	7.355523420845303e-06	0.000562845347720853
EIF5A2	-0.12509703320930632	7.355523420845303e-06	0.000562845347720853
PTTG1IP	-0.2555195148631748	7.50605518308202e-06	0.0005730094202028274
GRIN2D	-0.27628716431542333	7.659530039674893e-06	0.0005779106487743519
TIMP1	-0.49018039649631406	7.659530039674893e-06	0.0005779106487743519
DNAH2	-0.13662674226844562	7.659530039674893e-06	0.0005779106487743519
FANCA	0.12682333655092548	7.659530039674893e-06	0.0005779106487743519
AP1S3	-0.1395381060829488	7.659530039674893e-06	0.0005779106487743519
TNNC2	0.1675975594842376	7.81600260752739e-06	0.0005883450520940618
ANTXR2	-0.2998458443483645	7.97552845718792e-06	0.0005961937762176873
ETV4	-0.09098464395636219	7.97552845718792e-06	0.0005961937762176873
GALE	-0.2991687559303733	7.97552845718792e-06	0.0005961937762176873
NRAV	-0.05035471751913945	8.138164128321755e-06	0.0006041653589576114
TSPAN31	-0.08160250711513406	8.138164128321755e-06	0.0006041653589576114
CEBPA-DT	0.07106186130083714	8.138164128321755e-06	0.0006041653589576114
KAT8	0.0960248962497543	8.303967145411114e-06	0.0006094848266727141
DYNLT3	-0.1477060364534577	8.303967145411114e-06	0.0006094848266727141
FOXD2-AS1	0.11090463237486659	8.303967145411114e-06	0.0006094848266727141
UNC93A	-0.21063599158800878	8.303967145411114e-06	0.0006094848266727141
GNA15	-0.0883639293752565	8.303967145411114e-06	0.0006094848266727141
PITX1	-0.16713855551377965	8.645310335297556e-06	0.0006316736003000255
CDC42EP2	-0.13847944376405952	8.645310335297556e-06	0.0006316736003000255
RAD54L	0.09155848233833819	8.82097062570947e-06	0.0006401730430783949
SLC16A3	-0.3937330878816496	8.82097062570947e-06	0.0006401730430783949
TAX1BP1	-0.1118936749169821	8.82097062570947e-06	0.0006401730430783949
GALNT6	-0.4094116783843562	9.00003853035655e-06	0.0006459273772740151
ADM2	-0.1527302007969238	9.00003853035655e-06	0.0006459273772740151
MYRF	-0.45151211704131344	9.00003853035655e-06	0.0006459273772740151
TMEM8B	0.1143995318199218	9.00003853035655e-06	0.0006459273772740151
PPP1R3B-DT	-0.14252946271564365	9.00003853035655e-06	0.0006459273772740151
CES3	0.30815111261392225	9.182576741527538e-06	0.0006532343823511282
ZNF629	0.09291285561164053	9.182576741527538e-06	0.0006532343823511282
KPNA7	-0.11720053378749051	9.182576741527538e-06	0.0006532343823511282
TYW2	0.06145590722939498	9.182576741527538e-06	0.0006532343823511282
LCN2	-0.771668706455245	9.36864903550288e-06	0.000659227026045994
NEURL2	0.06988700873276421	9.36864903550288e-06	0.000659227026045994
EPHA2	-0.5029166885013872	9.36864903550288e-06	0.000659227026045994
NFE2L3	-0.09322034591860962	9.36864903550288e-06	0.000659227026045994
CHPF	-0.2240829501873438	9.36864903550288e-06	0.000659227026045994
IFNGR1	-0.20093107042128677	9.558320289941586e-06	0.0006711143408781546
RAP2B	-0.08508138114034325	9.751656501521416e-06	0.0006787991777231079
PTP4A2	-0.16127321519672844	9.751656501521416e-06	0.0006787991777231079
CLDN18	-0.24404091483802115	9.751656501521416e-06	0.0006787991777231079
RNF141	-0.1661863132681196	9.751656501521416e-06	0.0006787991777231079
RAB10	-0.23009776940379023	9.948724803835889e-06	0.0006880776163473505
ARF4	-0.2665795676229008	9.948724803835889e-06	0.0006880776163473505
ZNF768	0.2163866012354856	9.948724803835889e-06	0.0006880776163473505
CENPU	0.10056740667402986	1.0149593485551274e-05	0.0006974990274741478
LOC105379499	0.07078332947411803	1.0149593485551274e-05	0.0006974990274741478
PLXDC2	0.149313252418944	1.0149593485551274e-05	0.0006974990274741478
HARS2	0.08192757083313396	1.0354332008826942e-05	0.0007100614797917594
PTMA	0.12714216143700963	1.056301102800218e-05	0.000719796928324999
ERRFI1	-0.3489636603905053	1.056301102800218e-05	0.000719796928324999
SMURF1	-0.13087720555096927	1.056301102800218e-05	0.000719796928324999
S100A11	-0.4653147801390043	1.099247924632453e-05	0.0007412595171771508
NDEL1	-0.21293054630866304	1.099247924632453e-05	0.0007412595171771508
SPAG1	-0.22958729652058874	1.099247924632453e-05	0.0007412595171771508
PLEKHN1	-0.15046726276853495	1.099247924632453e-05	0.0007412595171771508
TSPAN3	-0.22573474290580764	1.099247924632453e-05	0.0007412595171771508
C4orf54	-0.1482700737911159	1.1213415887034018e-05	0.0007545859572380812
PRKAB2	-0.18863260373799218	1.1438587946062903e-05	0.0007681415241455686
TSPAN8	-0.22747074220513674	1.1668072328526265e-05	0.0007819299485087747
SRXN1	-0.18181374321196175	1.1901947249632165e-05	0.0007878164183560203
ABHD2	-0.7086866448308129	1.1901947249632165e-05	0.0007878164183560203
ACHE	-0.4473460667244369	1.1901947249632165e-05	0.0007878164183560203
IL17RB	0.14293560197935373	1.1901947249632165e-05	0.0007878164183560203
ZNF75A	0.08462776813026096	1.1901947249632165e-05	0.0007878164183560203
CD276	-0.19180305745821657	1.1901947249632165e-05	0.0007878164183560203
KIAA1549	-0.09896870802606506	1.2383188243264047e-05	0.0008130203591439568
MFSD11	-0.13992505040627834	1.2383188243264047e-05	0.0008130203591439568
MESP2	0.14862101583709253	1.2383188243264047e-05	0.0008130203591439568
PSORS1C1	-0.20784499439801163	1.2383188243264047e-05	0.0008130203591439568
TBX3	-0.20781213227708206	1.263071748399852e-05	0.0008275932459960812
SLC6A20	-0.614458621914503	1.2882963642580557e-05	0.0008407172725464667
LINC01637	0.06060804485166238	1.2882963642580557e-05	0.0008407172725464667
FA2H	-0.22342351785049108	1.3140011800381875e-05	0.0008540479958930934
AQP2	-0.19782325908291215	1.3140011800381875e-05	0.0008540479958930934
SMOX	-0.20666988449541157	1.340194847726085e-05	0.0008573009255177454
HYAL2	-0.1529853081133512	1.340194847726085e-05	0.0008573009255177454
FAM114A2	-0.09339068263511585	1.340194847726085e-05	0.0008573009255177454
CCDC149	-0.09863860704173466	1.340194847726085e-05	0.0008573009255177454
SYP	0.09979886876113819	1.340194847726085e-05	0.0008573009255177454
SEMG1	-0.3448520243063155	1.340194847726085e-05	0.0008573009255177454
IBTK	-0.21606578470236215	1.340194847726085e-05	0.0008573009255177454
UBR5-DT	0.06763934275370564	1.340194847726085e-05	0.0008573009255177454
C21orf58	0.0868531155224117	1.3668861654035938e-05	0.0008709325079091245
DAZAP1	0.12064175514866715	1.3668861654035938e-05	0.0008709325079091245
ITGA6	-0.38301997133618126	1.3940840795276474e-05	0.0008830472306487455
SPAG5	0.13779414763430964	1.3940840795276474e-05	0.0008830472306487455
C11orf91	-0.29402911418505073	1.3940840795276474e-05	0.0008830472306487455
SFXN5	0.13972791429147802	1.4217976872414023e-05	0.0008918749523377851
EFNB2	-0.2117014899383256	1.4217976872414023e-05	0.0008918749523377851
TC2N	-0.2668803024378641	1.4217976872414023e-05	0.0008918749523377851
FIBCD1	-0.3081078701024652	1.4217976872414023e-05	0.0008918749523377851
LAMA3	-0.3432758707528616	1.4217976872414023e-05	0.0008918749523377851
GGA2	0.1737046033503593	1.4500362387179494e-05	0.000899133581893153
SLC4A11	-0.2311739540297144	1.4500362387179494e-05	0.000899133581893153
GALNT5	-0.469059997591055	1.4500362387179494e-05	0.000899133581893153
PPA1	-0.2130227894303478	1.4500362387179494e-05	0.000899133581893153
MOCS1	0.23867027471588886	1.4500362387179494e-05	0.000899133581893153
MMP7	-0.17098036296560704	1.4500362387179494e-05	0.000899133581893153
CADPS2	-0.09378574531897921	1.4788091395368017e-05	0.0009152216869699274
TSPAN5	-0.14282078926881647	1.5081259530937944e-05	0.0009280422214779455
LMO7	-0.5287369180506012	1.5081259530937944e-05	0.0009280422214779455
LPGAT1	-0.4099268845737434	1.5081259530937944e-05	0.0009280422214779455
SEC61A1	-0.1970271587933543	1.537996403044557e-05	0.0009446274681925278
VIT	-0.10306917996265075	1.5684303757821933e-05	0.0009578670642135478
TMEM50A	-0.1549269457456406	1.5684303757821933e-05	0.0009578670642135478
LINC01833	-0.2725353747796629	1.5684303757821933e-05	0.0009578670642135478
PRRG1	-0.10669299119410058	1.5994379229493673e-05	0.0009694870166671371
CNN3	0.29239262422501433	1.5994379229493673e-05	0.0009694870166671371
LYPD5	-0.1159795107312297	1.5994379229493673e-05	0.0009694870166671371
P4HB	-0.23705680558520603	1.5994379229493673e-05	0.0009694870166671371
RASL12	0.04857301858948926	1.6310292639853937e-05	0.000981285412949428
ZNF575	0.14728773957585894	1.6310292639853937e-05	0.000981285412949428
CAPN11	-0.18648534853014487	1.6310292639853937e-05	0.000981285412949428
GPHN	0.08408920165477873	1.6310292639853937e-05	0.000981285412949428
PI3	-0.4562086450578362	1.6632147887086216e-05	0.0009951004857841157
SCAT2	0.09326123009373977	1.6632147887086216e-05	0.0009951004857841157
LRP10	-0.28424906735503974	1.6632147887086216e-05	0.0009951004857841157
KHDRBS2	0.18545498654276005	1.696005059934595e-05	0.0010054265893766111
LDLR	-0.5132863147225069	1.696005059934595e-05	0.0010054265893766111
CHD5	-0.31807082039355955	1.696005059934595e-05	0.0010054265893766111
MRM1	0.09661661605724658	1.696005059934595e-05	0.0010054265893766111
SEMA4B	-0.3457999431818002	1.696005059934595e-05	0.0010054265893766111
YBX1	0.1643658420021783	1.729410816130414e-05	0.0010214884908122124
RALGPS2	-0.28277067643849296	1.729410816130414e-05	0.0010214884908122124
STMN1	0.22710379718956375	1.7634429741056875e-05	0.0010340420685842917
TAF15	0.13153074127955522	1.7634429741056875e-05	0.0010340420685842917
SAAL1	0.06450510914577934	1.7634429741056875e-05	0.0010340420685842917
XPNPEP1	-0.22622374946375245	1.7634429741056875e-05	0.0010340420685842917
KCNK1	-0.2186983942230425	1.7981126317405794e-05	0.001052464912552967
SLC25A29	-0.21362327831410588	1.8334310707512766e-05	0.0010616189069423492
LINC02014	-0.06825808528368427	1.8334310707512766e-05	0.0010616189069423492
LINC02826	-0.20496503665034183	1.8334310707512766e-05	0.0010616189069423492
DIAPH1	-0.2153296196850234	1.8334310707512766e-05	0.0010616189069423492
ARMCX3	-0.11583007276001633	1.8334310707512766e-05	0.0010616189069423492
FN3K	0.11462866522178938	1.8334310707512766e-05	0.0010616189069423492
CEACAM5	-0.179109407014149	1.8694097594935006e-05	0.0010805188409872433
NASP	0.18931682151292906	1.9060603558042507e-05	0.001084277005213919
MATCAP2	-0.15095803782269135	1.9060603558042507e-05	0.001084277005213919
LRPPRC	0.2707704295862201	1.9060603558042507e-05	0.001084277005213919
HNF1B	0.13370671464858108	1.9060603558042507e-05	0.001084277005213919
MYOF	-0.39283966842314477	1.9060603558042507e-05	0.001084277005213919
MAP3K5	-0.18261288366699668	1.9060603558042507e-05	0.001084277005213919
SLC2A1	-0.37824511884872325	1.9060603558042507e-05	0.001084277005213919
SLC32A1	0.1667797155386916	1.9060603558042507e-05	0.001084277005213919
BCL10	-0.20119357868429044	1.9060603558042507e-05	0.001084277005213919
GABRA4	-0.22951380685314204	1.9814248672092392e-05	0.0011115209723020565
PAM	-0.2518340364375944	1.9814248672092392e-05	0.0011115209723020565
PRSS23	-0.32440469162733443	1.9814248672092392e-05	0.0011115209723020565
CCND2	0.2959884463143603	1.9814248672092392e-05	0.0011115209723020565
CYTH2	-0.24962743046566116	1.9814248672092392e-05	0.0011115209723020565
EZH2	0.12499654083941536	1.9814248672092392e-05	0.0011115209723020565
ARSJ	-0.14680942414647435	1.9814248672092392e-05	0.0011115209723020565
ALPG	-0.1974881125009903	1.9814248672092392e-05	0.0011115209723020565
ATP5F1B	0.13179596255677595	2.0596217677392466e-05	0.0011434963529705648
YKT6	-0.10546464853263782	2.0596217677392466e-05	0.0011434963529705648
VSIG10L	-0.10274399388537647	2.0596217677392466e-05	0.0011434963529705648
LIN7B	0.06783018088925208	2.0596217677392466e-05	0.0011434963529705648
ARHGEF10L	0.2051675819552501	2.0596217677392466e-05	0.0011434963529705648
ILRUN	-0.15712204682440323	2.0596217677392466e-05	0.0011434963529705648
KCNK6	-0.25737288552967086	2.099813605152391e-05	0.0011638144995132294
SERPINB7	-0.27942435743004207	2.1407514403558253e-05	0.0011784326976434923
DYNLL2	0.11840662699546867	2.1407514403558253e-05	0.0011784326976434923
ATXN1	-0.13348433133796145	2.1407514403558253e-05	0.0011784326976434923
SYTL1	-0.1754965633741572	2.1407514403558253e-05	0.0011784326976434923
RHOBTB2	-0.14255688411336886	2.1824483404461188e-05	0.0011973133539586436
MT-ND2	0.054070503684434	2.1824483404461188e-05	0.0011973133539586436
ZIC2	-0.3234829340833989	2.224917586172125e-05	0.0012144373090930748
HNRNPH3	0.15634733606939566	2.224917586172125e-05	0.0012144373090930748
PCNA	0.23302711915056884	2.224917586172125e-05	0.0012144373090930748
GSS	0.164630200256072	2.268172675143025e-05	0.00123181565686291
LOC100507053	0.10996610504933901	2.268172675143025e-05	0.00123181565686291
MAL2	-0.2730420404834608	2.268172675143025e-05	0.00123181565686291
TVP23B	-0.13067192890653412	2.312227325079298e-05	0.0012391088420226279
C4BPB	-0.21662772771544314	2.312227325079298e-05	0.0012391088420226279
SCML2	0.08374278633459853	2.312227325079298e-05	0.0012391088420226279
HOXB9	0.27935758611414885	2.312227325079298e-05	0.0012391088420226279
CDK7	-0.10849222332663522	2.312227325079298e-05	0.0012391088420226279
MIR34AHG	-0.06102241935866948	2.312227325079298e-05	0.0012391088420226279
LINC02154	-0.15983432758052968	2.312227325079298e-05	0.0012391088420226279
SI	-0.6595017378329042	2.312227325079298e-05	0.0012391088420226279
GPRIN1	-0.2947467952690954	2.357095477107248e-05	0.0012589845941090331
ATG9B	-0.21158125218314672	2.357095477107248e-05	0.0012589845941090331
HAS2-AS1	0.12421376625207059	2.4027912990976893e-05	0.0012770697663250247
TMEM43	-0.07750532702526103	2.4027912990976893e-05	0.0012770697663250247
LOC105376713	-0.1608486795123413	2.4027912990976893e-05	0.0012770697663250247
OSBPL2	-0.1703529978769871	2.4967237785153543e-05	0.0013161881964655535
BNIP5	-0.18840920357716429	2.4967237785153543e-05	0.0013161881964655535
GOLGA7B	-0.1337104537404652	2.4967237785153543e-05	0.0013161881964655535
TMEM62	-0.12365680688291625	2.4967237785153543e-05	0.0013161881964655535
COL17A1	-0.38462174351467704	2.4967237785153543e-05	0.0013161881964655535
RAB18	-0.16339521408227853	2.5449899360804915e-05	0.0013372765300495673
KLK8	-0.390226880382037	2.5449899360804915e-05	0.0013372765300495673
ENTPD7	-0.14544730655091542	2.5941427708774852e-05	0.0013499551962662772
MSMO1	-0.4022620414149225	2.5941427708774852e-05	0.0013499551962662772
SAFB	0.146038566618516	2.5941427708774852e-05	0.0013499551962662772
MEAK7	-0.16940778748268803	2.5941427708774852e-05	0.0013499551962662772
LOC124900418	-0.30082622455880514	2.5941427708774852e-05	0.0013499551962662772
ANO1-AS1	-0.08333587335422576	2.5941427708774852e-05	0.0013499551962662772
ACSF2	0.3307021385295468	2.644197636155102e-05	0.0013672106882918265
SEL1L3	-0.13205009404475243	2.644197636155102e-05	0.0013672106882918265
RASEF	-0.31397272044292235	2.644197636155102e-05	0.0013672106882918265
GCNT3	-0.3875201732967337	2.644197636155102e-05	0.0013672106882918265
SMIM31	-0.24373709404690458	2.695170132891389e-05	0.0013781558745881277
SYNE2	0.2641767489430289	2.695170132891389e-05	0.0013781558745881277
MED10	-0.05454847414896058	2.695170132891389e-05	0.0013781558745881277
TMEM179	0.20045036185817636	2.695170132891389e-05	0.0013781558745881277
